75
 0.D0,  0.D0, 0.0D0
90.D0,  0.D0, 0.0D0
180.D0,  0.D0, 0.0D0
270.D0,  0.D0, 0.0D0
360.D0,  0.D0, 0.0D0
 0.D0, 90.D0, 0.0D0
90.D0, 90.D0, 0.0D0
180.D0, 90.D0, 0.0D0
270.D0, 90.D0, 0.0D0
360.D0, 90.D0, 0.0D0
 0.D0,180.D0, 0.0D0
90.D0,180.D0, 0.0D0
180.D0,180.D0, 0.0D0
270.D0,180.D0, 0.0D0
360.D0,180.D0, 0.0D0
 0.D0,  0.D0,90.0D0
90.D0,  0.D0,90.0D0
180.D0,  0.D0,90.0D0
270.D0,  0.D0,90.0D0
360.D0,  0.D0,90.0D0
 0.D0, 90.D0,90.0D0
90.D0, 90.D0,90.0D0
180.D0, 90.D0,90.0D0
270.D0, 90.D0,90.0D0
360.D0, 90.D0,90.0D0
 0.D0,180.D0,90.0D0
90.D0,180.D0,90.0D0
180.D0,180.D0,90.0D0
270.D0,180.D0,90.0D0
360.D0,180.D0,90.0D0
 0.D0,  0.D0,180.0D0
90.D0,  0.D0,180.0D0
180.D0,  0.D0,180.0D0
270.D0,  0.D0,180.0D0
360.D0,  0.D0,180.0D0
 0.D0, 90.D0,180.0D0
90.D0, 90.D0,180.0D0
180.D0, 90.D0,180.0D0
270.D0, 90.D0,180.0D0
360.D0, 90.D0,180.0D0
 0.D0,180.D0,180.0D0
90.D0,180.D0,180.0D0
180.D0,180.D0,180.0D0
270.D0,180.D0,180.0D0
360.D0,180.D0,180.0D0
 0.D0,  0.D0,270.0D0
90.D0,  0.D0,270.0D0
180.D0,  0.D0,270.0D0
270.D0,  0.D0,270.0D0
360.D0,  0.D0,270.0D0
 0.D0, 90.D0,270.0D0
90.D0, 90.D0,270.0D0
180.D0, 90.D0,270.0D0
270.D0, 90.D0,270.0D0
360.D0, 90.D0,270.0D0
 0.D0,180.D0,270.0D0
90.D0,180.D0,270.0D0
180.D0,180.D0,270.0D0
270.D0,180.D0,270.0D0
360.D0,180.D0,270.0D0
 0.D0,  0.D0,360.0D0
90.D0,  0.D0,360.0D0
180.D0,  0.D0,360.0D0
270.D0,  0.D0,360.0D0
360.D0,  0.D0,360.0D0
 0.D0, 90.D0,360.0D0
90.D0, 90.D0,360.0D0
180.D0, 90.D0,360.0D0
270.D0, 90.D0,360.0D0
360.D0, 90.D0,360.0D0
 0.D0,180.D0,360.0D0
90.D0,180.D0,360.0D0
180.D0,180.D0,360.0D0
270.D0,180.D0,360.0D0
360.D0,180.D0,360.0D0
